data_year,period,report_id,report_year,metric,dim_type,dim_value_raw,dim_value_canon,scope,unit,value,source_file,page,confidence,is_provisional
2018,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,13100000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,15.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Climatetech,climatetech,all,count,8.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,12.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Ecommerce,ecommerce,all,count,6.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Energy,energy,all,count,5.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Fintech,fintech,all,count,19.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Gaming,gaming,all,count,6.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,7.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,4.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_count,vertical,SaaS,saas,all,count,17.0,2023.pdf,15,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,5400000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Ecommerce,ecommerce,all,usd,1400000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Energy,energy,all,usd,900000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,4300000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,8400000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,38100000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Image process,image_process,all,usd,1000000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Restaurant,restaurant,all,usd,2700000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,Retailtech,retailtech,all,usd,2500000.0,2023.pdf,14,high,FALSE
2019,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,5800000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,19.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Climatetech,climatetech,all,count,8.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,17.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Ecommerce,ecommerce,all,count,11.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Energy,energy,all,count,9.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Fintech,fintech,all,count,25.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Gaming,gaming,all,count,18.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,16.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,9.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_count,vertical,SaaS,saas,all,count,36.0,2023.pdf,15,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,43300000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Ecommerce,ecommerce,all,usd,8000000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Energy,energy,all,usd,2500000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,25900000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,14700000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,0.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Image process,image_process,all,usd,2700000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Restaurant,restaurant,all,usd,4000000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,Retailtech,retailtech,all,usd,8000000.0,2023.pdf,14,high,FALSE
2020,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,54200000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,39.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Climatetech,climatetech,all,count,21.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,33.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Ecommerce,ecommerce,all,count,17.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Energy,energy,all,count,11.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Gaming,gaming,all,count,54.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,23.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,8.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_count,vertical,SaaS,saas,all,count,26.0,2023.pdf,15,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,19100000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Ecommerce,ecommerce,all,usd,29300000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Energy,energy,all,usd,4600000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,68900000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,520000000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,984400000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Image process,image_process,all,usd,7800000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Restaurant,restaurant,all,usd,7200000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,Retailtech,retailtech,all,usd,5900000.0,2023.pdf,14,high,FALSE
2021,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,9700000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,31.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Climatetech,climatetech,all,count,22.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,21.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Ecommerce,ecommerce,all,count,18.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Energy,energy,all,count,13.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Fintech,fintech,all,count,37.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Gaming,gaming,all,count,27.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,27.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,14.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_count,vertical,SaaS,saas,all,count,35.0,2023.pdf,15,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,151900000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Ecommerce,ecommerce,all,usd,33900000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Energy,energy,all,usd,11600000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,91200000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,108300000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,768200000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Image process,image_process,all,usd,4500000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Restaurant,restaurant,all,usd,11100000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,Retailtech,retailtech,all,usd,17000000.0,2023.pdf,14,high,FALSE
2022,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,148400000.0,2023.pdf,14,high,FALSE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,47.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Climatetech,climatetech,all,count,25.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,18.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Ecommerce,ecommerce,all,count,21.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Energy,energy,all,count,24.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Fintech,fintech,all,count,33.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Gaming,gaming,all,count,41.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,17.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,17.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_count,vertical,SaaS,saas,all,count,34.0,2023.pdf,15,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,36100000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Ecommerce,ecommerce,all,usd,18200000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Energy,energy,all,usd,18700000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,27900000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,31100000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,500300000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Image process,image_process,all,usd,19500000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Restaurant,restaurant,all,usd,20100000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,Retailtech,retailtech,all,usd,30100000.0,2023.pdf,14,high,TRUE
2023,FY,2023,2023,funding_by_vertical_size,vertical,SaaS,saas,all,usd,40900000.0,2023.pdf,14,high,TRUE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,1.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,15.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,4.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,5.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,19.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,6.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,7.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,3.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,17.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,8.0,2024.pdf,13,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,4800000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,2300000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,0.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,6900000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,4300000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,8400000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,38100000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,1500000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,1700000.0,2024.pdf,12,high,FALSE
2019,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,5800000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,5.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,19.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,5.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,9.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,25.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,20.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,16.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,9.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,36.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,4.0,2024.pdf,13,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,43300000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,3200000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,300000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,400000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,25900000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,20000000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,0.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,3900000.0,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,33299999.999999996,2024.pdf,12,high,FALSE
2020,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,54200000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,15.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,41.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,10.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,11.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,54.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,23.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,8.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,27.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,7.0,2024.pdf,13,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,20500000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,75300000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,39700000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,24900000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,68900000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,520000000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,984400000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6000000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,2700000.0,2024.pdf,12,high,FALSE
2021,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,10700000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,9.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,38.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,8.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,13.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,39.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,28.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,28.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,15.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,36.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,10.0,2024.pdf,13,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,152700000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,37800000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,17200000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,14300000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,91500000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,113300000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,768200000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6700000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,125200000.0,2024.pdf,12,high,FALSE
2022,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,145400000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,10.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,59.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,7.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,25.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,47.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,19.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,17.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,37.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,15.0,2024.pdf,13,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,39300000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,18400000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,5300000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,11200000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,30700000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,32400000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,500300000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,9300000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,4800000.0,2024.pdf,12,high,FALSE
2023,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,44300000.0,2024.pdf,12,high,FALSE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Agritech,agritech,all,count,29.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,75.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Biotech,biotech,all,count,52.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Energy,energy,all,count,21.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Fintech,fintech,all,count,30.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Gaming,gaming,all,count,21.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,42.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Internet of things,internet_of_things,all,count,17.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,SaaS,saas,all,count,33.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,28.0,2024.pdf,13,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,277500000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Autotech,autotech,all,usd,28700000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Blockchain,blockchain,all,usd,82400000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,72600000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,194500000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,125300000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Grocery delivery,grocery_delivery,all,usd,250000000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,29200000.0,2024.pdf,12,high,TRUE
